0 349 383
1 306 131
2 348 160
3 357 152
4 365 410
5 422 400
6 456 402
7 452 405
8 427 333
9 442 401
10 490 334
11 482 335
12 482 340
13 448 81
14 443 431
15 411 432
16 438 433
17 474 172
18 444 435
19 393 353
20 431 420
21 440 100
22 476 107
23 414 106
24 396 106
25 400 83
26 415 416
27 394 82
28 389 81
29 427 423
30 433 414
31 448 414
32 439 412
33 367 416
34 400 415
35 361 357
36 406 353
37 412 362
38 424 359
39 369 359
40 376 357
41 338 83
42 397 346
43 351 346
44 319 103
45 368 357
46 409 364
47 419 365
48 441 357
49 399 363
50 406 366
51 406 148
52 415 151
53 360 352
54 373 357
55 356 353
56 366 160
57 344 147
58 386 135
59 361 143
60 365 146
61 377 362
62 379 134
63 346 102
64 372 139
65 377 142
66 370 140
67 345 140
68 332 135
69 308 132
70 339 126
71 332 113
72 347 365
73 345 123
74 322 120
75 325 133
76 290 143
77 315 123
78 310 124
79 320 124
80 326 123
81 320 122
82 318 122
83 314 114
84 307 112
85 304 108
86 288 339
87 293 121
88 321 121
89 302 117
90 301 122
91 339 128
92 319 126
93 285 128
94 270 132
95 302 133
96 317 131
97 321 335
98 323 336
99 293 328
100 287 130
101 276 125
102 256 116
103 255 133
104 241 120
105 264 133
106 264 132
107 260 135
108 247 330
109 265 132
110 257 129
111 267 133
112 255 136
113 252 222
114 251 133
115 277 329
116 266 214
117 254 217
118 276 319
119 259 208
120 275 315
121 275 313
122 259 150
123 242 142
124 259 319
125 247 325
126 226 122
127 247 130
128 255 128
129 286 133
130 278 133
131 281 214
132 264 323
133 256 131
134 268 207
135 251 210
136 257 214
137 284 162
138 301 160
139 272 155
140 278 311
141 294 306
142 268 312
143 277 311
144 299 316
145 271 124
146 281 131
147 288 144
148 283 140
149 297 144
150 283 129
151 285 167
152 270 139
153 289 172
154 291 167
155 287 163
156 295 122
157 292 123
158 319 291
159 309 286
160 308 290
161 270 322
162 271 120
163 297 125
164 295 125
165 314 126
166 313 126
167 318 134
168 309 134
169 312 131
170 310 128
171 302 127
172 302 125
173 307 127
174 334 130
175 312 133
176 299 328
177 306 129
178 285 123
179 308 329
180 280 325
181 276 313
182 329 314
183 306 315
184 290 311
185 306 315
186 295 328
187 277 156
188 305 331
189 332 336
190 312 329
191 303 88
192 327 318
193 349 324
194 308 332
195 361 323
196 328 322
197 336 327
198 288 332
199 307 150
200 319 329
201 330 332
202 289 326
203 302 148
204 283 139
205 302 336
206 297 141
207 300 329
208 288 125
209 315 126
210 306 328
211 300 329
212 318 322
213 322 324
214 269 333
215 285 128
216 325 130
217 326 131
