0 0.368562 436
1 0.365863 28
2 0.343684 308
3 0.348742 161
4 0.361909 46
5 0.362694 271
6 0.384701 445
7 0.384931 204
8 0.397875 187
9 0.367753 98
10 0.367601 186
11 0.360578 198
12 0.36754 24
13 0.415183 415
14 0.407689 97
15 0.409367 375
16 0.389265 105
17 0.368875 340
18 0.382271 195
19 0.362571 265
20 0.390243 488
21 0.347109 408
22 0.389109 284
23 0.353998 2
24 0.362014 157
25 0.360396 355
26 0.362114 195
27 0.352573 278
28 0.379889 280
29 0.350095 251
30 0.36107 19
31 0.36748 227
32 0.359121 299
33 0.366919 418
34 0.359945 467
35 0.364081 44
36 0.367338 95
37 0.362228 269
38 0.412504 54
39 0.367605 138
40 0.388228 495
41 0.367983 185
42 0.371026 233
43 0.353012 307
44 0.379432 440
45 0.395178 314
46 0.378728 152
47 0.394926 468
48 0.35965 392
49 0.360768 234
50 0.384093 332
51 0.359384 75
52 0.393825 127
53 0.395731 186
54 0.364575 116
55 0.379141 7
56 0.392876 51
57 0.364763 450
58 0.357362 449
59 0.37053 277
60 0.375974 83
61 0.371346 267
62 0.349105 167
63 0.351344 127
64 0.359847 236
65 0.386495 33
66 0.398247 120
67 0.38301 179
68 0.372966 415
69 0.342078 367
70 0.377975 459
71 0.356351 168
72 0.41908 168
73 0.349003 322
74 0.373574 370
75 0.345767 390
76 0.36955 463
77 0.35584 3
78 0.35988 310
79 0.370432 427
80 0.362033 336
81 0.397548 261
82 0.345871 176
83 0.363338 477
84 0.350866 347
85 0.34992 413
86 0.385748 255
87 0.345775 35
88 0.366368 131
89 0.361624 240
90 0.392738 328
91 0.38014 38
92 0.370488 425
93 0.396137 454
94 0.375069 216
95 0.381147 192
96 0.380697 113
97 0.374456 390
98 0.35643 126
99 0.355518 394
100 0.347559 368
101 0.338138 6
102 0.36731 62
103 0.392174 309
104 0.378476 265
105 0.389881 266
106 0.36012 220
107 0.367118 271
108 0.372157 455
109 0.360259 273
110 0.359488 214
111 0.368424 264
112 0.379134 306
113 0.358643 47
114 0.369517 75
115 0.362479 163
116 0.394783 150
117 0.351764 255
118 0.358318 263
119 0.396519 28
120 0.37025 363
121 0.382776 202
122 0.391827 9
123 0.351367 330
124 0.360902 292
125 0.36362 171
126 0.381059 444
127 0.375854 134
128 0.39633 172
129 0.348323 104
130 0.374769 349
131 0.36089 238
132 0.382029 176
133 0.40911 5
134 0.365467 397
135 0.372223 442
136 0.3337 46
137 0.365534 476
