400 0 0.318936 1.8664
400 1 0.295971 1.86081
400 2 0.290752 1.85054
400 3 0.286947 1.83659
400 4 0.28428 1.82366
400 5 0.277208 1.80704
400 6 0.276116 1.79498
400 7 0.278651 1.78194
400 8 0.282569 1.77078
400 9 0.286018 1.76199
400 10 0.281795 1.74911
400 11 0.282544 1.7324
400 12 0.288945 1.71219
400 13 0.291467 1.69082
400 14 0.296122 1.66246
400 15 0.303229 1.64288
400 16 0.320143 1.61515
400 17 0.338095 1.59134
400 18 0.340556 1.55661
400 19 0.339774 1.53753
400 20 0.344703 1.52347
400 21 0.332633 1.51203
400 22 0.319143 1.49212
400 23 0.311648 1.47267
400 24 0.306353 1.44788
400 25 0.291678 1.43766
400 26 0.281945 1.41494
400 27 0.272138 1.40994
400 28 0.263885 1.40514
400 29 0.256175 1.40225
400 30 0.251721 1.40134
400 31 0.245674 1.38914
400 32 0.243269 1.37952
400 33 0.240402 1.37396
400 34 0.235479 1.36865
400 35 0.233531 1.36089
400 36 0.2317 1.35381
400 37 0.228545 1.35365
400 38 0.218103 1.34721
400 39 0.210987 1.33294
400 40 0.21311 1.31283
400 41 0.210206 1.27945
400 42 0.199422 1.25448
400 43 0.186713 1.22846
400 44 0.170351 1.21597
400 45 0.151794 1.20381
400 46 0.139766 1.18612
400 47 0.129685 1.16825
400 48 0.121909 1.15715
400 49 0.111903 1.15297
400 50 0.107877 1.14377
400 51 0.107272 1.14803
400 52 0.109124 1.14805
400 53 0.113751 1.15148
400 54 0.118984 1.15035
400 55 0.108319 1.15148
400 56 0.0959289 1.15141
400 57 0.0915909 1.15114
400 58 0.0914752 1.14102
400 59 0.0889495 1.13509
400 60 0.0880321 1.13243
400 61 0.0877251 1.13124
400 62 0.0885757 1.13365
400 63 0.090737 1.14433
400 64 0.0925291 1.15495
400 65 0.0935645 1.15867
400 66 0.0930433 1.15602
400 67 0.0907248 1.15749
400 68 0.0916674 1.15576
400 69 0.0963182 1.15561
400 70 0.0986629 1.14826
400 71 0.101874 1.14876
400 72 0.102752 1.15524
