,Knot Type,Replica #,Correlation Fraction,Correlation Score,Representation
1221,$8_{19}$,52,0.728,1.004775444,Local Curvature
1226,$8_{19}$,53,0.642,1.035884859,Local Curvature
1231,$8_{19}$,54,0.688,0.974954441,Local Curvature
1236,$8_{19}$,55,0.761,1.00852141,Local Curvature
1241,$8_{19}$,56,0.687,1.008481817,Local Curvature
1246,$8_{19}$,57,0.752,1.007114082,Local Curvature
1251,$8_{19}$,58,0.706,0.996114308,Local Curvature
1256,$8_{19}$,59,0.691,1.001893593,Local Curvature
1261,$8_{19}$,60,0.637,1.008632756,Local Curvature
1266,$8_{19}$,61,0.716,0.993189164,Local Curvature
1271,$8_{19}$,62,0.691,0.995364568,Local Curvature
1276,$8_{19}$,63,0.728,1.007941694,Local Curvature


2,$3_1$,0,0.842,1.594787583,Local Density
7,$3_1$,1,0.74,1.787871467,Local Density
12,$3_1$,2,0.801,1.389582813,Local Density
17,$3_1$,3,0.746,1.707844179,Local Density
22,$3_1$,4,0.635,1.891175507,Local Density
27,$3_1$,5,0.803,1.529226703,Local Density
32,$3_1$,6,0.628,1.538454001,Local Density
37,$3_1$,7,0.849,1.42648319,Local Density
42,$3_1$,8,0.771,1.332895374,Local Density
47,$3_1$,9,0.772,1.408204066,Local Density
52,$3_1$,10,0.822,1.533965581,Local Density
57,$3_1$,11,0.782,1.565390066,Local Density
62,$3_1$,12,0.84,1.413013858,Local Density
67,$3_1$,13,0.725,1.436166841,Local Density
72,$3_1$,14,0.769,1.384313514,Local Density
77,$3_1$,15,0.695,1.185076561,Local Density
82,$3_1$,16,0.794,1.667478705,Local Density
87,$3_1$,17,0.755,1.326618826,Local Density
92,$3_1$,18,0.741,1.317581624,Local Density
97,$3_1$,19,0.808,1.464341119,Local Density
102,$3_1$,20,0.751,1.30899178,Local Density
107,$3_1$,21,0.782,1.515492128,Local Density
112,$3_1$,22,0.814,1.39793847,Local Density
117,$3_1$,23,0.798,1.319099838,Local Density
122,$3_1$,24,0.851,1.660131484,Local Density
127,$3_1$,25,0.816,1.76663145,Local Density
132,$3_1$,26,0.805,1.487473808,Local Density
137,$3_1$,27,0.81,1.407618518,Local Density
142,$3_1$,28,0.79,1.388220161,Local Density
147,$3_1$,29,0.803,1.64010098,Local Density
152,$3_1$,30,0.815,1.315649285,Local Density
157,$3_1$,31,0.848,1.470562733,Local Density
162,$3_1$,32,0.846,1.44299652,Local Density
167,$3_1$,33,0.792,1.599670371,Local Density
172,$3_1$,34,0.785,1.389552688,Local Density
177,$3_1$,35,0.844,1.661240734,Local Density
182,$3_1$,36,0.83,1.442234177,Local Density
187,$3_1$,37,0.825,1.540581724,Local Density
192,$3_1$,38,0.837,1.37516101,Local Density
197,$3_1$,39,0.788,1.43970592,Local Density
202,$3_1$,40,0.728,1.497110659,Local Density
207,$3_1$,41,0.855,1.827962047,Local Density
212,$3_1$,42,0.749,1.406192504,Local Density
217,$3_1$,43,0.831,1.561184922,Local Density
222,$3_1$,44,0.778,1.438870209,Local Density
227,$3_1$,45,0.831,1.444714882,Local Density
232,$3_1$,46,0.823,1.500997625,Local Density
237,$3_1$,47,0.786,1.411343901,Local Density
242,$3_1$,48,0.847,1.412566,Local Density
247,$3_1$,49,0.723,1.36363122,Local Density
252,$3_1$,50,0.829,1.686659722,Local Density
257,$3_1$,51,0.79,1.405173886,Local Density
262,$3_1$,52,0.761,1.479312946,Local Density
267,$3_1$,53,0.673,1.495668562,Local Density
272,$3_1$,54,0.691,1.71148902,Local Density
277,$3_1$,55,0.779,1.379010016,Local Density
282,$3_1$,56,0.78,1.829354097,Local Density
287,$3_1$,57,0.799,1.695325231,Local Density
292,$3_1$,58,0.884,1.592465692,Local Density
297,$3_1$,59,0.639,1.284778491,Local Density
302,$3_1$,60,0.78,1.669670647,Local Density
307,$3_1$,61,0.832,1.34933944,Local Density
312,$3_1$,62,0.564,1.573160323,Local Density
317,$3_1$,63,0.888,1.681365996,Local Density


322,$5_1$,0,0.933,1.410580107,Local Density
327,$5_1$,1,0.872,1.377084182,Local Density
332,$5_1$,2,0.864,1.36224316,Local Density
337,$5_1$,3,0.891,1.319175271,Local Density
342,$5_1$,4,0.889,1.594127014,Local Density
347,$5_1$,5,0.882,1.56477309,Local Density
352,$5_1$,6,0.899,1.348537759,Local Density
357,$5_1$,7,0.936,1.276466914,Local Density
362,$5_1$,8,0.918,1.328544014,Local Density
367,$5_1$,9,0.872,1.494957946,Local Density
372,$5_1$,10,0.89,1.427174035,Local Density
377,$5_1$,11,0.877,1.260774809,Local Density
382,$5_1$,12,0.898,1.570264987,Local Density
387,$5_1$,13,0.886,1.490754295,Local Density
392,$5_1$,14,0.928,1.30144421,Local Density
397,$5_1$,15,0.815,1.221500812,Local Density
402,$5_1$,16,0.89,1.349646362,Local Density
407,$5_1$,17,0.837,1.467936891,Local Density
412,$5_1$,18,0.825,1.353932806,Local Density
417,$5_1$,19,0.898,1.320968985,Local Density
422,$5_1$,20,0.878,1.32311411,Local Density
427,$5_1$,21,0.934,1.406698536,Local Density
432,$5_1$,22,0.925,1.279802094,Local Density
437,$5_1$,23,0.875,1.385317847,Local Density
442,$5_1$,24,0.904,1.38653284,Local Density
447,$5_1$,25,0.929,1.312254394,Local Density
452,$5_1$,26,0.878,1.406451737,Local Density
457,$5_1$,27,0.86,1.216125255,Local Density
462,$5_1$,28,0.925,1.281777694,Local Density
467,$5_1$,29,0.876,1.360033038,Local Density
472,$5_1$,30,0.874,1.611149004,Local Density
477,$5_1$,31,0.823,1.478753032,Local Density
482,$5_1$,32,0.795,1.364572606,Local Density
487,$5_1$,33,0.857,1.336656518,Local Density
492,$5_1$,34,0.943,1.410042855,Local Density
497,$5_1$,35,0.869,1.422542635,Local Density
502,$5_1$,36,0.864,1.498485905,Local Density
507,$5_1$,37,0.815,1.593876386,Local Density
512,$5_1$,38,0.911,1.359859805,Local Density
517,$5_1$,39,0.954,1.354551805,Local Density
522,$5_1$,40,0.849,1.263554562,Local Density
527,$5_1$,41,0.855,1.226809005,Local Density
532,$5_1$,42,0.9,1.232869957,Local Density
537,$5_1$,43,0.938,1.382999428,Local Density
542,$5_1$,44,0.911,1.369554106,Local Density
547,$5_1$,45,0.861,1.186584566,Local Density
552,$5_1$,46,0.906,1.314491324,Local Density
557,$5_1$,47,0.866,1.419178908,Local Density
562,$5_1$,48,0.897,1.390525206,Local Density
567,$5_1$,49,0.82,1.439111542,Local Density
572,$5_1$,50,0.871,1.317429394,Local Density
577,$5_1$,51,0.928,1.450512212,Local Density
582,$5_1$,52,0.919,1.345605332,Local Density
587,$5_1$,53,0.904,1.431272027,Local Density
592,$5_1$,54,0.899,1.304918337,Local Density
597,$5_1$,55,0.93,1.595334077,Local Density
602,$5_1$,56,0.921,1.407353076,Local Density
607,$5_1$,57,0.863,1.234070057,Local Density
612,$5_1$,58,0.858,1.451761911,Local Density
617,$5_1$,59,0.85,1.650184238,Local Density
622,$5_1$,60,0.889,1.452552669,Local Density
627,$5_1$,61,0.875,1.388236638,Local Density
632,$5_1$,62,0.903,1.313680021,Local Density
637,$5_1$,63,0.922,1.353585239,Local Density


642,$7_1$,0,0.892,1.326749167,Local Density
647,$7_1$,1,0.898,1.245803391,Local Density
652,$7_1$,2,0.936,1.28236042,Local Density
657,$7_1$,3,0.96,1.238453997,Local Density
662,$7_1$,4,0.892,1.135903463,Local Density
667,$7_1$,5,0.948,1.203665848,Local Density
672,$7_1$,6,0.956,1.280227977,Local Density
677,$7_1$,7,0.916,1.209796712,Local Density
682,$7_1$,8,0.95,1.271358828,Local Density
687,$7_1$,9,0.954,1.260907377,Local Density
692,$7_1$,10,0.914,1.180104014,Local Density
697,$7_1$,11,0.936,1.29851032,Local Density
702,$7_1$,12,0.917,1.217611145,Local Density
707,$7_1$,13,0.954,1.234903499,Local Density
712,$7_1$,14,0.887,1.246833717,Local Density
717,$7_1$,15,0.942,1.19758043,Local Density
722,$7_1$,16,0.934,1.210744777,Local Density
727,$7_1$,17,0.894,1.164914951,Local Density
732,$7_1$,18,0.946,1.681108323,Local Density
737,$7_1$,19,0.958,1.241009804,Local Density
742,$7_1$,20,0.946,1.336939962,Local Density
747,$7_1$,21,0.913,1.35667266,Local Density
752,$7_1$,22,0.932,1.209604153,Local Density
757,$7_1$,23,0.934,1.301114724,Local Density
762,$7_1$,24,0.967,1.32935215,Local Density
767,$7_1$,25,0.923,1.283488196,Local Density
772,$7_1$,26,0.935,1.205658212,Local Density
777,$7_1$,27,0.928,1.279318873,Local Density
782,$7_1$,28,0.9,1.320182361,Local Density
787,$7_1$,29,0.86,1.180550026,Local Density
792,$7_1$,30,0.924,1.234765876,Local Density
797,$7_1$,31,0.884,1.171863608,Local Density
802,$7_1$,32,0.923,1.21842716,Local Density
807,$7_1$,33,0.862,1.206353649,Local Density
812,$7_1$,34,0.917,1.215477522,Local Density
817,$7_1$,35,0.913,1.206392161,Local Density
822,$7_1$,36,0.925,1.287006659,Local Density
827,$7_1$,37,0.91,1.240106404,Local Density
832,$7_1$,38,0.917,1.365713299,Local Density
837,$7_1$,39,0.882,1.408671154,Local Density
842,$7_1$,40,0.941,1.491699745,Local Density
847,$7_1$,41,0.904,1.444020255,Local Density
852,$7_1$,42,0.948,1.298285113,Local Density
857,$7_1$,43,0.839,1.158177506,Local Density
862,$7_1$,44,0.819,1.293932892,Local Density
867,$7_1$,45,0.964,1.280035692,Local Density
872,$7_1$,46,0.96,1.296908225,Local Density
877,$7_1$,47,0.958,1.332317175,Local Density
882,$7_1$,48,0.94,1.234571144,Local Density
887,$7_1$,49,0.946,1.264242777,Local Density
892,$7_1$,50,0.919,1.220150136,Local Density
897,$7_1$,51,0.9,1.267088091,Local Density
902,$7_1$,52,0.932,1.199457413,Local Density
907,$7_1$,53,0.925,1.19359151,Local Density
912,$7_1$,54,0.926,1.267187774,Local Density
917,$7_1$,55,0.973,1.248931413,Local Density
922,$7_1$,56,0.919,1.321165386,Local Density
927,$7_1$,57,0.891,1.223040938,Local Density
932,$7_1$,58,0.924,1.253000285,Local Density
937,$7_1$,59,0.869,1.116292214,Local Density
942,$7_1$,60,0.903,1.154622197,Local Density
947,$7_1$,61,0.945,1.24703417,Local Density
952,$7_1$,62,0.94,1.226385555,Local Density
957,$7_1$,63,0.886,1.224372475,Local Density


962,$8_{19}$,0,0.913,1.219486133,Local Density
967,$8_{19}$,1,0.965,1.272700896,Local Density
972,$8_{19}$,2,0.921,1.333707911,Local Density
977,$8_{19}$,3,0.959,1.308486195,Local Density
982,$8_{19}$,4,0.979,1.301024341,Local Density
987,$8_{19}$,5,0.963,1.372514367,Local Density
992,$8_{19}$,6,0.946,1.393611191,Local Density
997,$8_{19}$,7,0.961,1.313444423,Local Density
1002,$8_{19}$,8,0.877,1.283402113,Local Density
1007,$8_{19}$,9,0.878,1.215362851,Local Density
1012,$8_{19}$,10,0.979,1.313490988,Local Density
1017,$8_{19}$,11,0.922,1.210221515,Local Density
1022,$8_{19}$,12,0.959,1.266324227,Local Density
1027,$8_{19}$,13,0.942,1.291355594,Local Density
1032,$8_{19}$,14,0.964,1.448730858,Local Density
1037,$8_{19}$,15,0.972,1.322819729,Local Density
1042,$8_{19}$,16,0.972,1.332558293,Local Density
1047,$8_{19}$,17,0.923,1.607028442,Local Density
1052,$8_{19}$,18,0.968,1.333425167,Local Density
1057,$8_{19}$,19,0.979,1.383272435,Local Density
1062,$8_{19}$,20,0.916,1.439120189,Local Density
1067,$8_{19}$,21,0.963,1.306464217,Local Density
1072,$8_{19}$,22,0.932,1.254634204,Local Density
1077,$8_{19}$,23,0.936,1.287171194,Local Density
1082,$8_{19}$,24,0.915,1.227271996,Local Density
1087,$8_{19}$,25,0.953,1.337269837,Local Density
1092,$8_{19}$,26,0.97,1.387728474,Local Density
1097,$8_{19}$,27,0.948,1.341260162,Local Density
1102,$8_{19}$,28,0.954,1.234353853,Local Density
1107,$8_{19}$,29,0.967,1.311638178,Local Density
1112,$8_{19}$,30,0.915,1.336394626,Local Density
1117,$8_{19}$,31,0.965,1.321863485,Local Density
1122,$8_{19}$,32,0.949,1.361955935,Local Density
1127,$8_{19}$,33,0.951,1.373408161,Local Density
1132,$8_{19}$,34,0.938,1.424518731,Local Density
1137,$8_{19}$,35,0.968,1.386791669,Local Density
1142,$8_{19}$,36,0.936,1.256477032,Local Density
1147,$8_{19}$,37,0.946,1.277425488,Local Density
1152,$8_{19}$,38,0.896,1.470245577,Local Density
1157,$8_{19}$,39,0.931,1.410529123,Local Density
1162,$8_{19}$,40,0.954,1.256648779,Local Density
1167,$8_{19}$,41,0.955,1.329039585,Local Density
1172,$8_{19}$,42,0.937,1.277099172,Local Density
1177,$8_{19}$,43,0.847,1.312779372,Local Density
1182,$8_{19}$,44,0.947,1.36907877,Local Density
1187,$8_{19}$,45,0.914,1.351839034,Local Density
1192,$8_{19}$,46,0.927,1.254564205,Local Density
1197,$8_{19}$,47,0.955,1.480069432,Local Density
1202,$8_{19}$,48,0.838,1.486775153,Local Density
1207,$8_{19}$,49,0.96,1.324313288,Local Density
1212,$8_{19}$,50,0.965,1.303652388,Local Density
1217,$8_{19}$,51,0.966,1.339207732,Local Density
1222,$8_{19}$,52,0.952,1.313937119,Local Density
1227,$8_{19}$,53,0.896,1.445720924,Local Density
1232,$8_{19}$,54,0.916,1.298049808,Local Density
1237,$8_{19}$,55,0.883,1.170202897,Local Density
1242,$8_{19}$,56,0.955,1.401892481,Local Density
1247,$8_{19}$,57,0.962,1.288356047,Local Density
1252,$8_{19}$,58,0.959,1.353078783,Local Density
1257,$8_{19}$,59,0.963,1.39627139,Local Density
1262,$8_{19}$,60,0.947,1.499490142,Local Density
1267,$8_{19}$,61,0.94,1.303907561,Local Density
1272,$8_{19}$,62,0.905,1.303625086,Local Density
1277,$8_{19}$,63,0.905,1.253004442,Local Density


3,$3_1$,0,0.618,1.5157461,1D Writhe
8,$3_1$,1,0.646,1.193948198,1D Writhe
13,$3_1$,2,0.636,1.188505137,1D Writhe
18,$3_1$,3,0.804,1.608,1D Writhe
23,$3_1$,4,0.797,1.991593825,1D Writhe
28,$3_1$,5,0.663,1.215144773,1D Writhe
33,$3_1$,6,0.643,1.386409308,1D Writhe
38,$3_1$,7,0.521,0.832619507,1D Writhe
43,$3_1$,8,0.552,1.012431633,1D Writhe
48,$3_1$,9,0.664,1.164409746,1D Writhe
53,$3_1$,10,0.621,1.092486647,1D Writhe
58,$3_1$,11,0.604,1.272077066,1D Writhe
63,$3_1$,12,0.642,1.142881557,1D Writhe
68,$3_1$,13,0.673,1.700663082,1D Writhe
73,$3_1$,14,0.727,1.333445829,1D Writhe
78,$3_1$,15,0.815,1.470524553,1D Writhe
83,$3_1$,16,0.616,1.101278269,1D Writhe
88,$3_1$,17,0.696,1.862735652,1D Writhe
93,$3_1$,18,0.654,1.476324629,1D Writhe
98,$3_1$,19,0.691,1.379302085,1D Writhe
103,$3_1$,20,0.546,0.968882201,1D Writhe
108,$3_1$,21,0.651,1.043453173,1D Writhe
113,$3_1$,22,0.717,1.363636364,1D Writhe
118,$3_1$,23,0.599,1.144501425,1D Writhe
123,$3_1$,24,0.771,1.762656376,1D Writhe
128,$3_1$,25,0.756,1.782077393,1D Writhe
133,$3_1$,26,0.561,1.052473594,1D Writhe
138,$3_1$,27,0.702,1.295179056,1D Writhe
143,$3_1$,28,0.593,1.117615352,1D Writhe
148,$3_1$,29,0.678,1.267507684,1D Writhe
153,$3_1$,30,0.675,1.335163661,1D Writhe
158,$3_1$,31,0.518,0.898559876,1D Writhe
163,$3_1$,32,0.574,1.290978445,1D Writhe
168,$3_1$,33,0.696,1.319786559,1D Writhe
173,$3_1$,34,0.753,1.30868669,1D Writhe
178,$3_1$,35,0.593,1.001053385,1D Writhe
183,$3_1$,36,0.835,1.481626062,1D Writhe
188,$3_1$,37,0.554,1.088536959,1D Writhe
193,$3_1$,38,0.574,1.303929052,1D Writhe
198,$3_1$,39,0.612,1.120308707,1D Writhe
203,$3_1$,40,0.657,1.145145941,1D Writhe
208,$3_1$,41,0.767,2.173876075,1D Writhe
213,$3_1$,42,0.678,1.12843148,1D Writhe
218,$3_1$,43,0.534,0.942886504,1D Writhe
223,$3_1$,44,0.604,1.022442962,1D Writhe
228,$3_1$,45,0.554,0.883950397,1D Writhe
233,$3_1$,46,0.375,0.665526103,1D Writhe
238,$3_1$,47,0.493,0.925630386,1D Writhe
243,$3_1$,48,0.626,0.973940101,1D Writhe
248,$3_1$,49,0.538,0.966766937,1D Writhe
253,$3_1$,50,0.652,1.144333443,1D Writhe
258,$3_1$,51,0.615,1.084843588,1D Writhe
263,$3_1$,52,0.63,1.33723892,1D Writhe
268,$3_1$,53,0.544,0.957432953,1D Writhe
273,$3_1$,54,0.736,1.304330875,1D Writhe
278,$3_1$,55,0.912,2.840820598,1D Writhe
283,$3_1$,56,0.738,2.00842559,1D Writhe
288,$3_1$,57,0.565,1.325363947,1D Writhe
293,$3_1$,58,0.577,1.016750838,1D Writhe
298,$3_1$,59,0.62,1.115693854,1D Writhe
303,$3_1$,60,0.677,1.262663941,1D Writhe
308,$3_1$,61,0.713,1.263888593,1D Writhe
313,$3_1$,62,0.538,1.055966209,1D Writhe
318,$3_1$,63,0.683,1.548170077,1D Writhe


323,$5_1$,0,0.888,1.549689539,1D Writhe
328,$5_1$,1,0.839,1.229851831,1D Writhe
333,$5_1$,2,0.876,1.53203099,1D Writhe
338,$5_1$,3,0.86,1.317216324,1D Writhe
343,$5_1$,4,0.815,1.331103395,1D Writhe
348,$5_1$,5,0.925,1.573252329,1D Writhe
353,$5_1$,6,0.763,1.103867733,1D Writhe
358,$5_1$,7,0.778,1.264329337,1D Writhe
363,$5_1$,8,0.793,1.178043527,1D Writhe
368,$5_1$,9,0.864,1.248645133,1D Writhe
373,$5_1$,10,0.857,1.282719065,1D Writhe
378,$5_1$,11,0.77,1.102756892,1D Writhe
383,$5_1$,12,0.826,1.299710791,1D Writhe
388,$5_1$,13,0.789,1.209410409,1D Writhe
393,$5_1$,14,0.73,1.040861662,1D Writhe
398,$5_1$,15,0.62,0.909931462,1D Writhe
403,$5_1$,16,0.843,1.464085615,1D Writhe
408,$5_1$,17,0.806,1.130783692,1D Writhe
413,$5_1$,18,0.892,1.511633819,1D Writhe
418,$5_1$,19,0.844,1.297244125,1D Writhe
423,$5_1$,20,0.745,1.090032277,1D Writhe
428,$5_1$,21,0.754,1.052452326,1D Writhe
433,$5_1$,22,0.834,1.459976682,1D Writhe
438,$5_1$,23,0.816,1.228301512,1D Writhe
443,$5_1$,24,0.792,1.145137503,1D Writhe
448,$5_1$,25,0.771,1.140650659,1D Writhe
453,$5_1$,26,0.884,1.482047774,1D Writhe
458,$5_1$,27,0.786,1.19198549,1D Writhe
463,$5_1$,28,0.791,1.179811648,1D Writhe
468,$5_1$,29,0.83,1.230752806,1D Writhe
473,$5_1$,30,0.753,1.140321652,1D Writhe
478,$5_1$,31,0.879,1.364686448,1D Writhe
483,$5_1$,32,0.769,1.087374577,1D Writhe
488,$5_1$,33,0.83,1.22316047,1D Writhe
493,$5_1$,34,0.83,1.262949032,1D Writhe
498,$5_1$,35,0.795,1.135694817,1D Writhe
503,$5_1$,36,0.948,1.529950228,1D Writhe
508,$5_1$,37,0.793,1.20512688,1D Writhe
513,$5_1$,38,0.846,1.180686976,1D Writhe
518,$5_1$,39,0.766,1.211454093,1D Writhe
523,$5_1$,40,0.864,1.265781987,1D Writhe
528,$5_1$,41,0.852,1.236743474,1D Writhe
533,$5_1$,42,0.889,1.672933109,1D Writhe
538,$5_1$,43,0.89,1.258277771,1D Writhe
543,$5_1$,44,0.856,1.29582309,1D Writhe
548,$5_1$,45,0.71,1.112734066,1D Writhe
553,$5_1$,46,0.746,1.116993879,1D Writhe
558,$5_1$,47,0.839,1.34067964,1D Writhe
563,$5_1$,48,0.875,1.503555264,1D Writhe
568,$5_1$,49,0.783,1.140867234,1D Writhe
573,$5_1$,50,0.856,1.877374133,1D Writhe
578,$5_1$,51,0.909,1.299964247,1D Writhe
583,$5_1$,52,0.863,1.191728877,1D Writhe
588,$5_1$,53,0.825,1.453595932,1D Writhe
593,$5_1$,54,0.898,1.353004635,1D Writhe
598,$5_1$,55,0.912,1.390345635,1D Writhe
603,$5_1$,56,0.839,1.24837072,1D Writhe
608,$5_1$,57,0.732,1.161871566,1D Writhe
613,$5_1$,58,0.808,1.152882492,1D Writhe
618,$5_1$,59,0.738,1.12504116,1D Writhe
623,$5_1$,60,0.884,1.293634557,1D Writhe
628,$5_1$,61,0.885,1.329467612,1D Writhe
633,$5_1$,62,0.864,1.342311074,1D Writhe
638,$5_1$,63,0.785,1.122050508,1D Writhe


643,$7_1$,0,0.832,1.110331151,1D Writhe
648,$7_1$,1,0.868,1.131056626,1D Writhe
653,$7_1$,2,0.821,1.072947351,1D Writhe
658,$7_1$,3,0.906,1.219830732,1D Writhe
663,$7_1$,4,0.88,1.288274941,1D Writhe
668,$7_1$,5,0.908,1.213777173,1D Writhe
673,$7_1$,6,0.897,1.23629327,1D Writhe
678,$7_1$,7,0.885,1.277284824,1D Writhe
683,$7_1$,8,0.869,1.113951181,1D Writhe
688,$7_1$,9,0.897,1.212607877,1D Writhe
693,$7_1$,10,0.842,1.106055192,1D Writhe
698,$7_1$,11,0.936,1.234284629,1D Writhe
703,$7_1$,12,0.935,1.24935194,1D Writhe
708,$7_1$,13,0.901,1.156237007,1D Writhe
713,$7_1$,14,0.923,1.23016148,1D Writhe
718,$7_1$,15,0.907,1.224193409,1D Writhe
723,$7_1$,16,0.925,1.207880868,1D Writhe
728,$7_1$,17,0.936,1.209142981,1D Writhe
733,$7_1$,18,0.933,1.344818341,1D Writhe
738,$7_1$,19,0.909,1.24319593,1D Writhe
743,$7_1$,20,0.954,1.346723397,1D Writhe
748,$7_1$,21,0.858,1.182919633,1D Writhe
753,$7_1$,22,0.953,1.336148639,1D Writhe
758,$7_1$,23,0.878,1.175361845,1D Writhe
763,$7_1$,24,0.931,1.25533619,1D Writhe
768,$7_1$,25,0.918,1.220767408,1D Writhe
773,$7_1$,26,0.97,1.237039777,1D Writhe
778,$7_1$,27,0.83,1.082383748,1D Writhe
783,$7_1$,28,0.887,1.179860173,1D Writhe
788,$7_1$,29,0.898,1.209531865,1D Writhe
793,$7_1$,30,0.901,1.375278566,1D Writhe
798,$7_1$,31,0.931,1.211050609,1D Writhe
803,$7_1$,32,0.944,1.424140386,1D Writhe
808,$7_1$,33,0.893,1.233871926,1D Writhe
813,$7_1$,34,0.815,1.108973295,1D Writhe
818,$7_1$,35,0.935,1.193533728,1D Writhe
823,$7_1$,36,0.943,1.332820746,1D Writhe
828,$7_1$,37,0.933,1.19288107,1D Writhe
833,$7_1$,38,0.933,1.3060532,1D Writhe
838,$7_1$,39,0.835,1.124545805,1D Writhe
843,$7_1$,40,0.918,1.217968619,1D Writhe
848,$7_1$,41,0.929,1.256893295,1D Writhe
853,$7_1$,42,0.931,1.301344396,1D Writhe
858,$7_1$,43,0.943,1.345858524,1D Writhe
863,$7_1$,44,0.947,1.274010456,1D Writhe
868,$7_1$,45,0.954,1.279310835,1D Writhe
873,$7_1$,46,0.906,1.207191986,1D Writhe
878,$7_1$,47,0.914,1.177668114,1D Writhe
883,$7_1$,48,0.916,1.215357018,1D Writhe
888,$7_1$,49,0.954,1.276653829,1D Writhe
893,$7_1$,50,0.894,1.238704099,1D Writhe
898,$7_1$,51,0.955,1.241914551,1D Writhe
903,$7_1$,52,0.941,1.239926421,1D Writhe
908,$7_1$,53,0.885,1.196175482,1D Writhe
913,$7_1$,54,0.951,1.2741021,1D Writhe
918,$7_1$,55,0.95,1.232194785,1D Writhe
923,$7_1$,56,0.888,1.304995723,1D Writhe
928,$7_1$,57,0.875,1.500378953,1D Writhe
933,$7_1$,58,0.877,1.275135583,1D Writhe
938,$7_1$,59,0.831,1.087764676,1D Writhe
943,$7_1$,60,0.851,1.217310702,1D Writhe
948,$7_1$,61,0.907,1.268613086,1D Writhe
953,$7_1$,62,0.918,1.247502956,1D Writhe
958,$7_1$,63,0.861,1.155661264,1D Writhe


963,$8_{19}$,0,0.915,1.337445552,1D Writhe
968,$8_{19}$,1,0.894,1.250209767,1D Writhe
973,$8_{19}$,2,0.849,1.235178584,1D Writhe
978,$8_{19}$,3,0.871,1.230483208,1D Writhe
983,$8_{19}$,4,0.789,1.034341718,1D Writhe
988,$8_{19}$,5,0.958,1.364995141,1D Writhe
993,$8_{19}$,6,0.916,1.289472499,1D Writhe
998,$8_{19}$,7,0.876,1.200743474,1D Writhe
1003,$8_{19}$,8,0.884,1.181938272,1D Writhe
1008,$8_{19}$,9,0.88,1.232389435,1D Writhe
1013,$8_{19}$,10,0.838,1.138884057,1D Writhe
1018,$8_{19}$,11,0.857,1.236381054,1D Writhe
1023,$8_{19}$,12,0.913,1.225822563,1D Writhe
1028,$8_{19}$,13,0.94,1.553051581,1D Writhe
1033,$8_{19}$,14,0.89,1.277414169,1D Writhe
1038,$8_{19}$,15,0.894,1.290698883,1D Writhe
1043,$8_{19}$,16,0.937,1.358778405,1D Writhe
1048,$8_{19}$,17,0.899,1.274949442,1D Writhe
1053,$8_{19}$,18,0.81,1.133494915,1D Writhe
1058,$8_{19}$,19,0.92,1.338633546,1D Writhe
1063,$8_{19}$,20,0.92,1.260957999,1D Writhe
1068,$8_{19}$,21,0.779,1.083693405,1D Writhe
1073,$8_{19}$,22,0.809,1.112553565,1D Writhe
1078,$8_{19}$,23,0.872,1.210297522,1D Writhe
1083,$8_{19}$,24,0.885,1.274830383,1D Writhe
1088,$8_{19}$,25,0.919,1.268783238,1D Writhe
1093,$8_{19}$,26,0.73,0.977781588,1D Writhe
1098,$8_{19}$,27,0.87,1.321605979,1D Writhe
1103,$8_{19}$,28,0.902,1.29450024,1D Writhe
1108,$8_{19}$,29,0.903,1.269774309,1D Writhe
1113,$8_{19}$,30,0.801,1.046429598,1D Writhe
1118,$8_{19}$,31,0.919,1.395854661,1D Writhe
1123,$8_{19}$,32,0.922,1.494443652,1D Writhe
1128,$8_{19}$,33,0.873,1.153461971,1D Writhe
1133,$8_{19}$,34,0.921,1.365006625,1D Writhe
1138,$8_{19}$,35,0.827,1.124977215,1D Writhe
1143,$8_{19}$,36,0.843,1.160185409,1D Writhe
1148,$8_{19}$,37,0.895,1.254161856,1D Writhe
1153,$8_{19}$,38,0.921,1.28466575,1D Writhe
1158,$8_{19}$,39,0.912,1.281997217,1D Writhe
1163,$8_{19}$,40,0.88,1.186805955,1D Writhe
1168,$8_{19}$,41,0.912,1.241275683,1D Writhe
1173,$8_{19}$,42,0.815,1.171673955,1D Writhe
1178,$8_{19}$,43,0.835,1.098770956,1D Writhe
1183,$8_{19}$,44,0.882,1.27620784,1D Writhe
1188,$8_{19}$,45,0.896,1.235081838,1D Writhe
1193,$8_{19}$,46,0.882,1.251965956,1D Writhe
1198,$8_{19}$,47,0.861,1.266202539,1D Writhe
1203,$8_{19}$,48,0.825,1.189703656,1D Writhe
1208,$8_{19}$,49,0.855,1.241635299,1D Writhe
1213,$8_{19}$,50,0.911,1.479616696,1D Writhe
1218,$8_{19}$,51,0.929,1.302072383,1D Writhe
1223,$8_{19}$,52,0.823,1.111219128,1D Writhe
1228,$8_{19}$,53,0.955,1.359124923,1D Writhe
1233,$8_{19}$,54,0.908,1.298534144,1D Writhe
1238,$8_{19}$,55,0.889,1.274636033,1D Writhe
1243,$8_{19}$,56,0.959,1.473226905,1D Writhe
1248,$8_{19}$,57,0.907,1.348374072,1D Writhe
1253,$8_{19}$,58,0.955,1.409219691,1D Writhe
1258,$8_{19}$,59,0.881,1.242318355,1D Writhe
1263,$8_{19}$,60,0.725,0.954286391,1D Writhe
